id,lat,lon,tags
1289148291,19.0238747,72.8358254,college
1346745540,19.2014756,72.8462205,college
1346745544,19.2021952,72.8463515,college
1346745545,19.2013632,72.8468872,college
1346745546,19.2020988,72.8470162,college
1347702321,19.1925199,72.8479831,college
1347707935,19.184673,72.8378836,college
1351181386,19.1120249,72.8321816,college
1351181388,19.1122083,72.8324098,college
1351181390,19.1120641,72.8321,college
1351181391,19.1119403,72.8323298,college
1351181392,19.1121919,72.8323269,college
1351181393,19.1121936,72.8325004,college
1351181394,19.1118712,72.8321648,college
1351181396,19.1118352,72.8321318,college
1351181397,19.1121739,72.8323558,college
1351181399,19.1119723,72.8318639,college
1351181404,19.1120324,72.8322427,college
1351181405,19.1122259,72.8323784,college
1351181407,19.1121319,72.832017,college
1351181408,19.1119232,72.8323687,college
1351181410,19.1120617,72.8322015,college
1351181411,19.1122387,72.8324197,college
1351181412,19.1120914,72.8321105,college
1351181413,19.1120821,72.8319907,college
1351181414,19.1121069,72.8319333,college
1359116334,19.0427772,72.9269504,college
1359116336,19.0424179,72.9263782,college
1359116343,19.0418886,72.9286283,college
1359116346,19.0426588,72.9287012,college
1359117196,19.0422996,72.9263685,college
1359117200,19.0420278,72.9263513,college
1389428826,19.1677009,72.8794577,college
1419256941,19.0201928,72.8605096,college
1468523547,19.0215479,72.8703481,college
1468523553,19.0218272,72.8703883,college
1468523554,19.0213926,72.8714294,college
1468523557,19.021687,72.8714785,college
1572296898,19.1623938,72.9581265,college
1572296901,19.1624216,72.9566436,college
1572296902,19.1633808,72.9575409,college
1572296903,19.1624342,72.9576806,college
1572296905,19.1631778,72.9578364,college
1572296907,19.162886,72.9582285,college
1576058443,19.0761853,72.9923899,college
1576058453,19.0762448,72.9916223,college
1576058485,19.0772266,72.9917075,college
1640883979,19.1421361,72.8628859,college
1644114470,19.1036326,73.0124359,college
1644114471,19.1048026,73.0154461,college
1644114472,19.1049483,73.0156216,college
1644114473,19.108279,73.0142298,college
1644114474,19.1098391,73.0138103,college
1644114475,19.1100324,73.0138932,college
1644114476,19.1110982,73.014655,college
1644114477,19.1113719,73.0099179,college
1644114478,19.1117636,73.011754,college
1644114480,19.1123334,73.0127751,college
1644114481,19.1122579,73.014281,college
1646850371,19.1203084,72.8363182,college
1646850375,19.1204335,72.8348494,college
1646850377,19.1211507,72.8348722,college
1646850380,19.1211722,72.8330885,college
1646850383,19.122919,72.8330369,college
1646850385,19.1229443,72.8315448,college
1646850388,19.1234992,72.8373344,college
1646850396,19.1239484,72.8315233,college
1646850397,19.1239737,72.8333267,college
1646850399,19.1247327,72.837342,college
1646850400,19.125226,72.837206,college
1646850401,19.1257424,72.8373122,college
1646850402,19.1258105,72.837001,college
1646850404,19.1264703,72.8371339,college
1646850406,19.1267177,72.8355171,college
1646850408,19.1270404,72.8355019,college
1646850415,19.1272376,72.8340598,college
1650204950,19.0256445,73.0549703,college
1650204952,19.026156,73.0558243,college
1650204953,19.0272899,73.0538882,college
1650204954,19.0275919,73.0528257,college
1650204956,19.0279247,73.0535167,college
1650204957,19.0280171,73.052604,college
1650204958,19.0293729,73.0549573,college
1650204961,19.0299662,73.0617318,college
1650204962,19.030498,73.0625084,college
1650204965,19.0308268,73.0610723,college
1650204967,19.0313586,73.0618489,college
1650386985,19.0207124,72.8311268,college
1650386988,19.0210322,72.8307563,college
1650386992,19.0213075,72.8317841,college
1650386996,19.0214479,72.8304122,college
1650387000,19.0219696,72.8310915,college
1650387008,19.0228077,72.8354008,college
1650387009,19.0231951,72.8347397,college
1650387011,19.0232254,72.8356466,college
1650387015,19.0241022,72.8352639,college
1650753829,19.0191208,72.8556099,college
1650753831,19.0191249,72.8559372,college
1650753867,19.0196137,72.8548499,college
1650753892,19.0206104,72.8605871,college
1650753897,19.0205996,72.8552594,college
1650753944,19.0213633,72.8566256,college
1650753979,19.0229802,72.8569773,college
1650753985,19.0243109,72.8560785,college
1650753997,19.0245647,72.8570359,college
1650770682,19.0230591,72.8502569,college
1650770684,19.0233961,72.850546,college
1650770687,19.0234842,72.8496689,college
1650770689,19.0235242,72.8503505,college
1650770722,19.0241061,72.8498654,college
1650770725,19.0242625,72.8505381,college
1650770727,19.024386,72.8499314,college
1650770729,19.0247861,72.850032,college
1650770731,19.0251089,72.8507466,college
1650770734,19.0255135,72.8501857,college
1654348791,19.0512594,72.8345374,college
1654348793,19.0513482,72.8343857,college
1654348794,19.0514028,72.8363975,college
1654348818,19.0519627,72.8359568,college
1654348821,19.0521983,72.8356209,college
1654348824,19.0524065,72.834978,college
1654348825,19.0524338,72.8343279,college
1665625688,19.1627615,72.9567489,college
1665625699,19.1635722,72.9572532,college
1673077559,19.0641208,72.8355789,college
1673077560,19.0644443,72.8349338,college
1673077561,19.0644808,72.8357238,college
1673077562,19.064716,72.8356224,college
1673077563,19.0637815,72.8355464,college
1673077564,19.0637516,72.8352446,college
1673077565,19.0643794,72.8355092,college
1673077818,19.0639879,72.8360014,college
1673077819,19.0638318,72.8360027,college
1673077820,19.0640017,72.835578,college
1673077821,19.0637811,72.8355575,college
1984172852,18.9076716,72.8060408,college
1985350772,18.9086532,72.8050545,college
1985354573,18.907962,72.8049364,college
1985354574,18.9078464,72.8049122,college
1985354577,18.9062312,72.8036205,college
1985354578,18.9080105,72.8040454,college
2068380052,19.1372286,72.8171605,college
2068380255,19.1374587,72.8167348,college
2068380286,19.1374119,72.8175344,college
2068380470,19.1377033,72.8177591,college
2068380628,19.1379013,72.8178939,college
2068381061,19.1383522,72.8178799,college
2068381566,19.1402885,72.8166586,college
2068381619,19.1409383,72.8147073,college
2068381667,19.1414688,72.8157321,college
2168654396,18.9328461,72.8322155,college
2173998543,18.9336174,72.8319355,college
2173998563,18.9336277,72.8319683,college
2173998567,18.9336661,72.8318684,college
2173998582,18.9337192,72.831831,college
2173998598,18.9341206,72.8317545,college
2175129138,18.9271538,72.8309124,college
2175129174,18.9256618,72.8314076,college
2175129175,18.9256618,72.8314896,college
2175129176,18.9257392,72.8315561,college
2175129179,18.9258458,72.8315587,college
2175129186,18.925962,72.8301688,college
2175129189,18.9260782,72.8300152,college
2175129196,18.9262961,72.8298488,college
2175129201,18.9266908,72.8297976,college
2175129202,18.9266948,72.8305808,college
2175129203,18.9266981,72.8312182,college
2175130147,18.9275031,72.8312274,college
2175130149,18.9275113,72.8305568,college
2175184759,18.9401153,72.8286202,college
2175184765,18.9406455,72.8284857,college
2175184798,18.941643,72.8294341,college
2175184799,18.9416506,72.8293664,college
2176079878,18.9421011,72.8316972,college
2176079882,18.9425246,72.8320388,college
2176079892,18.9426698,72.8309156,college
2176079896,18.9427666,72.8308648,college
2176079902,18.9435454,72.8329229,college
2176079919,18.9436547,72.8315266,college
2176079956,18.9444283,72.8327441,college
2176079957,18.9444347,72.8326329,college
2176215653,18.9420769,72.8339344,college
2176215655,18.9421017,72.8340776,college
2176215661,18.9425564,72.8338981,college
2176215663,18.9425725,72.8339781,college
2176215689,18.9426206,72.8331855,college
2176215697,18.942888,72.8338398,college
2176215769,18.9442041,72.832867,college
2176215771,18.9442525,72.8331043,college
2181493198,19.1372147,72.823289,college
2181493208,19.137265,72.8232487,college
2181493209,19.1372197,72.8231817,college
2181493240,19.137169,72.8232192,college
2303768815,19.0211271,73.0231273,college
2303768821,19.0217797,73.0233113,college
2303768823,19.0217204,73.0224542,college
2303768831,19.0222168,73.0228122,college
2313127818,19.138499,72.9037151,college
2313127819,19.1394593,72.9047016,college
2313127820,19.1400365,72.9049549,college
2313127821,19.1408352,72.9021401,college
2313127822,19.1405083,72.9020408,college
2313127823,19.140331,72.9018477,college
2313127824,19.1406628,72.9013866,college
2313127826,19.1395505,72.9010967,college
2313127828,19.1393123,72.9008312,college
2313127829,19.1393022,72.8997422,college
2313127830,19.1398369,72.8991226,college
2313127831,19.139923,72.8985084,college
2313127832,19.1394846,72.898208,college
2313127833,19.1392135,72.8982241,college
2313127834,19.1389322,72.8984708,college
2313127835,19.138651,72.8985593,college
2313127836,19.1381239,72.8987444,college
2313127837,19.1378021,72.898959,college
2313127838,19.1371002,72.8989697,college
2313127839,19.1362412,72.8996134,college
2319422989,18.9902918,73.1272903,college
2319422992,18.9911896,73.1280038,college
2319422995,18.9907636,73.1286958,college
2319422997,18.99104,73.1289318,college
2319422999,18.9906443,73.1295005,college
2319423001,18.990373,73.1293154,college
2319423003,18.9901346,73.129699,college
2319423007,18.989853,73.1288916,college
2319423009,18.9897516,73.1284947,college
2319423011,18.9888817,73.1282988,college
2319423013,18.9893623,73.1275693,college
2319423015,18.9898125,73.1279273,college
2430908437,19.1912728,72.9809505,college
2430908444,19.1887465,72.9797758,college
2430908448,19.1883819,72.9797372,college
2430908452,19.1882413,72.9799192,college
2430908456,19.1881892,72.9802501,college
2430908460,19.1881006,72.9806086,college
2430908464,19.1880486,72.9808347,college
2430908467,19.1883403,72.9811325,college
2430908470,19.1887153,72.9814689,college
2430908473,19.1892768,72.9817057,college
2430908476,19.1898784,72.9817808,college
2430908479,19.1910592,72.9818164,college
2439409456,19.0454985,72.8709145,college
2439409457,19.0456678,72.870414,college
2439409458,19.0458292,72.8717695,college
2439409459,19.0463188,72.8700192,college
2439409460,19.0466226,72.8700788,college
2439409461,19.0467051,72.8707676,college
2439409462,19.0468874,72.8712727,college
2442514338,18.9560878,72.8117138,college
2442514339,18.9561445,72.8118338,college
2442514340,18.9561956,72.8111858,college
2442514341,18.9562268,72.8103728,college
2442514342,18.9562722,72.8102798,college
2442514343,18.9563176,72.8102318,college
2442514344,18.9563336,72.8119334,college
2442514345,18.9564765,72.8102048,college
2442514346,18.9570099,72.8103548,college
2442553577,19.0227228,72.8371856,college
2446211274,19.0140856,72.8536715,college
2446211304,19.0151014,72.8520707,college
2446211305,19.015409,72.8523814,college
2446211308,19.0156967,72.8527185,college
2446211309,19.0244419,72.8560148,college
2446211312,19.0244921,72.8554754,college
2446211314,19.024719,72.8570412,college
2446211325,19.0256127,72.8553821,college
2446211328,19.0255765,72.8569417,college
2446211330,19.0256407,72.8555962,college
2446211333,19.0257258,72.8558888,college
2446211335,19.025777,72.8559986,college
2446211337,19.0260165,72.8563492,college
2446211339,19.0260175,72.8564087,college
2446246183,18.9338555,72.8321327,college
2457609057,19.0855611,72.8329718,college
2533439324,19.1216905,72.8237364,college
2533455642,19.1080705,72.8378817,college
2533455644,19.1077154,72.8378293,college
2533455645,19.1077461,72.8375551,college
2533455646,19.1078877,72.8375684,college
2533455647,19.107913,72.8373539,college
2533455648,19.10769,72.8373244,college
2533455649,19.1077204,72.8370964,college
2533455650,19.1078773,72.8371265,college
2533455651,19.1078951,72.8370958,college
2533455652,19.1080325,72.8371024,college
2533455660,19.1081197,72.8374552,college
